neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,availability_365,price
Waverley,-33.8880231592981,151.272946718489,Entire home/apt,4,48,0.9,146,80
Sydney,-33.8690060475755,151.224870222032,Entire home/apt,2,1,0.02,0,90
Manly,-33.7855933787652,151.287717777375,Entire home/apt,7,3,0.06,0,115
Leichhardt,-33.8547858763265,151.175120757218,Private room,1,37,3.24,0,130
Waverley,-33.8877078561671,151.274681968069,Private room,1,0,,0,83
Ryde,-33.8034158740111,151.079285351759,Entire home/apt,3,61,1.29,330,60
Warringah,-33.7782170651367,151.27548858435,Entire home/apt,7,0,,0,100
Sydney,-33.8774533601131,151.216352243395,Entire home/apt,2,26,1.47,14,269
Manly,-33.7981299366928,151.292124814136,Entire home/apt,2,3,0.09,0,251
Rockdale,-33.9398041817041,151.137953582951,Private room,2,9,0.19,88,80
Sydney,-33.8746105879444,151.218181354898,Entire home/apt,5,49,0.99,313,125
Waverley,-33.8983394567156,151.274147633356,Entire home/apt,4,59,1.09,90,480
Sydney,-33.8727912051627,151.224021762493,Entire home/apt,7,3,0.07,0,148
Waverley,-33.8870827967916,151.270642380657,Entire home/apt,3,0,,73,138
Sydney,-33.8961236095015,151.198763724941,Private room,2,29,0.57,0,71
Waverley,-33.8930065246856,151.265270045782,Private room,3,48,1.09,66,60
Sydney,-33.8802896642598,151.221483277078,Entire home/apt,2,4,0.08,0,300
Manly,-33.7905695196073,151.28586407239,Entire home/apt,5,3,0.06,0,199
North Sydney,-33.8450981909989,151.201526558579,Entire home/apt,7,40,0.75,153,127
Willoughby,-33.8038906874438,151.185692954815,Private room,3,15,0.3,334,65
Randwick,-33.9215558206306,151.252917329691,Entire home/apt,14,2,0.12,3,100
Ryde,-33.7623286261769,151.110915751464,Entire home/apt,5,9,0.17,327,190
Manly,-33.7984015586953,151.273106159386,Entire home/apt,10,1,0.02,238,105
Rockdale,-33.9667921027294,151.141413182404,Private room,1,28,0.52,363,60
Waverley,-33.8735213544504,151.275175995436,Entire home/apt,10,1,0.03,19,850
Waverley,-33.8985781190672,151.254248842446,Entire home/apt,10,0,,0,100
Canada Bay,-33.8576933891616,151.154548811016,Entire home/apt,7,0,,0,180
Rockdale,-33.9790176428132,151.138001790309,Private room,2,16,0.34,180,84
Botany Bay,-33.9530367534944,151.226974693386,Entire home/apt,7,1,0.94,0,195
Warringah,-33.7562175744223,151.294962641624,Private room,1,0,,143,100
Sydney,-33.8751728570691,151.225500689218,Entire home/apt,5,1,0.04,0,50
Marrickville,-33.9056078751745,151.137263396776,Private room,1,11,0.21,0,65
Woollahra,-33.8760760557177,151.232530978643,Entire home/apt,3,3,0.06,0,226
Randwick,-33.9072174515934,151.243039989761,Entire home/apt,5,3,0.06,0,228
Manly,-33.7989268615846,151.290078374557,Private room,1,3,0.06,0,71
Waverley,-33.8937899996257,151.272394301663,Entire home/apt,5,1,0.02,11,999
Waverley,-33.897118620442,151.274323299152,Entire home/apt,5,2,0.04,343,350
Sydney,-33.8755377764091,151.213212707558,Entire home/apt,2,18,0.34,249,138
Sydney,-33.8785020905619,151.218014559779,Entire home/apt,1,7,0.13,0,150
Sydney,-33.8747592255716,151.196107087268,Entire home/apt,5,2,0.04,0,120
Warringah,-33.7818554429895,151.27976645513,Entire home/apt,1,1,0.02,0,180
Randwick,-33.9214604415151,151.254757156255,Entire home/apt,3,1,0.02,0,150
Pittwater,-33.6997963884898,151.28898556329,Entire home/apt,1,107,2.05,284,79
Sydney,-33.8820080790572,151.219181259304,Entire home/apt,5,94,1.77,37,170
Waverley,-33.8593036528032,151.282712952207,Entire home/apt,1,8,0.16,79,220
Waverley,-33.8901765038316,151.256431633164,Entire home/apt,4,15,0.3,302,500
Pittwater,-33.62689272087,151.334563133201,Entire home/apt,14,0,,363,750
Warringah,-33.7775660936328,151.281975168769,Entire home/apt,7,2,0.39,6,148
Warringah,-33.7251251902885,151.29155527037,Entire home/apt,14,0,,0,550
Waverley,-33.8936213997907,151.268515236506,Entire home/apt,2,22,0.62,161,105
Willoughby,-33.7957264901063,151.177597083644,Entire home/apt,3,21,0.4,0,115
Manly,-33.7973131324925,151.27530123507,Entire home/apt,7,2,0.18,0,184
Marrickville,-33.8942207779224,151.176773859977,Entire home/apt,7,2,0.04,0,150
Woollahra,-33.8859567780907,151.23526677959,Private room,1,0,,0,120
Woollahra,-33.8859728574946,151.236557246774,Private room,5,1,0.03,0,96
Waverley,-33.8955825847803,151.270005009822,Private room,20,1,0.09,41,46
Sydney,-33.8879751443939,151.21445915903,Entire home/apt,2,21,0.42,313,300
Marrickville,-33.8993431609867,151.164813360442,Entire home/apt,1,74,1.43,361,155
Waverley,-33.8881831811066,151.281618576364,Private room,1,97,1.91,155,96
Randwick,-33.9114554745027,151.248602943531,Entire home/apt,6,2,0.04,220,975
North Sydney,-33.8445986982307,151.20442757679,Entire home/apt,5,1,0.03,0,350
Manly,-33.8027132057578,151.288006256191,Entire home/apt,5,13,0.25,341,170
Sutherland Shire,-34.0049949531471,151.105368918217,Entire home/apt,7,2,0.04,0,210
Randwick,-33.9184353094428,151.259341515024,Private room,2,139,2.58,0,100
Warringah,-33.7377561214425,151.29929101868,Entire home/apt,6,7,0.14,358,700
Sydney,-33.8772178835503,151.213614305298,Entire home/apt,30,2,0.15,352,155
Waverley,-33.8857220286529,151.272919280961,Entire home/apt,3,4,0.09,0,143
North Sydney,-33.8190466294371,151.212478211426,Private room,1,8,0.16,335,71
Sydney,-33.8769065877593,151.227706978207,Entire home/apt,5,2,0.05,364,350
Sydney,-33.895565292043,151.213968076815,Entire home/apt,5,1,0.02,358,320
Randwick,-33.9213560721164,151.256829657981,Entire home/apt,2,125,2.61,287,180
Warringah,-33.7065688013644,151.299733567189,Entire home/apt,7,0,,303,500
Leichhardt,-33.8636358586838,151.179400832872,Private room,2,56,1.07,354,65
Waverley,-33.8772696176546,151.272995275405,Entire home/apt,5,8,0.2,10,199
Woollahra,-33.8483750732854,151.279673094634,Entire home/apt,4,7,0.15,23,645
Waverley,-33.8866024532651,151.280917511725,Entire home/apt,13,4,0.08,0,120
Mosman,-33.8243465429055,151.24391124988,Private room,10,0,,0,270
Sydney,-33.8791887541173,151.217282362841,Entire home/apt,7,9,0.23,324,450
Manly,-33.7982404068693,151.275702085321,Private room,1,3,0.06,206,69
Ku-Ring-Gai,-33.7470271364728,151.161741478046,Entire home/apt,5,1,0.02,10,350
Waverley,-33.8984987333476,151.264397836213,Entire home/apt,28,1,0.04,89,150
Pittwater,-33.6287730395616,151.336786054618,Entire home/apt,2,16,0.31,66,999
Waverley,-33.9058288963289,151.263321845863,Entire home/apt,1,101,1.92,266,90
Sydney,-33.8706940890911,151.224556667465,Entire home/apt,21,11,0.21,99,119
Randwick,-33.9784177158076,151.247456759464,Private room,2,79,1.65,279,82
Waverley,-33.90210344496,151.261641597604,Entire home/apt,10,5,0.11,1,226
Manly,-33.7974625910883,151.287039585947,Entire home/apt,2,118,2.88,4,235
Woollahra,-33.8878769653222,151.233140650425,Entire home/apt,2,10,0.2,250,174
Manly,-33.8025303885465,151.288990465634,Private room,1,46,0.92,304,65
Sydney,-33.8943713357237,151.214386770084,Entire home/apt,2,15,0.28,304,280
Warringah,-33.7753477837799,151.285961804479,Entire home/apt,7,0,,65,651
Marrickville,-33.8876494376575,151.174381924218,Entire home/apt,4,3,0.08,0,226
Waverley,-33.8871584388281,151.272835402895,Entire home/apt,1,1,0.02,0,120
Auburn,-33.8459381470114,151.037605218489,Private room,1,1,0.02,365,109
Liverpool,-33.9554873366457,150.89438767806,Entire home/apt,2,144,2.81,220,60
Randwick,-33.905458923897,151.246508280616,Entire home/apt,10,0,,183,806
North Sydney,-33.8414189542606,151.214984392266,Private room,1,82,1.58,215,150
Waverley,-33.8892617680086,151.284953991905,Private room,3,4,0.11,250,120
Pittwater,-33.5892723853955,151.298546741719,Entire home/apt,2,34,0.64,156,774
Sydney,-33.9050355067538,151.186818132676,Private room,22,5,0.11,0,84
North Sydney,-33.8328958784791,151.193917123288,Entire home/apt,70,7,0.13,128,130
Waverley,-33.8970402597846,151.248419220032,Entire home/apt,2,0,,86,251
Willoughby,-33.7861417047907,151.184528078352,Entire home/apt,3,3,0.12,364,100
Waverley,-33.8896266519861,151.261329376529,Entire home/apt,2,3,0.11,4,379
Leichhardt,-33.884772144669,151.154542331629,Entire home/apt,3,5,0.1,12,190
Willoughby,-33.8209878437021,151.202343824739,Private room,5,0,,349,87
Sydney,-33.8724902400169,151.228380755905,Entire home/apt,5,25,0.53,339,220
Sydney,-33.8786577673558,151.208251672441,Entire home/apt,3,3,0.06,2,900
Sydney,-33.8815049572629,151.196330747555,Private room,1,6,0.13,360,165
Rockdale,-33.9680821249316,151.152223359368,Private room,1,1,0.27,86,69
Waverley,-33.9011884495258,151.264552905125,Entire home/apt,5,8,0.22,1,251
Willoughby,-33.8091971982949,151.210349846846,Entire home/apt,7,1,0.03,0,680
Waverley,-33.8896452023148,151.283332845352,Entire home/apt,5,9,0.18,0,150
Manly,-33.7967061918588,151.265648773086,Entire home/apt,5,2,0.04,0,137
Randwick,-33.9430111357453,151.248435406024,Private room,30,0,,40,60
Waverley,-33.889034824614,151.263460984056,Entire home/apt,5,3,0.06,0,130
Waverley,-33.888947242113,151.28189694304,Entire home/apt,7,8,0.17,0,500
Woollahra,-33.8887495693088,151.246752011059,Private room,20,1,0.04,0,50
Randwick,-33.9320768423119,151.232454556779,Entire home/apt,7,7,0.15,323,300
Sydney,-33.8925786910896,151.198719287381,Entire home/apt,2,24,0.61,260,129
Sydney,-33.8792458204899,151.211793002454,Entire home/apt,3,11,0.21,0,109
Waverley,-33.8965652210109,151.262369209859,Entire home/apt,14,2,0.06,32,295
Leichhardt,-33.871678700543,151.167717121513,Entire home/apt,3,2,0.04,214,370
Waverley,-33.8916517179473,151.270700115247,Private room,1,1,0.02,0,69
Waverley,-33.8724036576317,151.28075851443,Entire home/apt,3,1,0.03,0,496
Sydney,-33.8770085317813,151.212634213233,Entire home/apt,2,65,1.38,204,184
Waverley,-33.8951914452935,151.270170628816,Private room,1,0,,0,40
Warringah,-33.7740694389511,151.284946899037,Private room,1,42,0.81,50,64
Penrith,-33.7433902825122,150.739945661921,Private room,1,107,2.13,315,46
Sydney,-33.877838639876,151.213571848508,Entire home/apt,2,60,1.17,63,138
Sydney,-33.8776577642208,151.213495109363,Entire home/apt,2,29,0.61,214,143
Waverley,-33.8876200240711,151.271625372967,Private room,1,42,0.84,124,66
Sydney,-33.8939391142381,151.20107372037,Entire home/apt,7,7,0.13,0,150
North Sydney,-33.842680378582,151.215345829778,Entire home/apt,5,15,0.31,334,100
Waverley,-33.8778489951436,151.273034273379,Private room,7,3,0.53,2,80
Woollahra,-33.8756250490086,151.240086173364,Private room,2,157,3.1,1,55
Marrickville,-33.9070933086238,151.175963320367,Private room,7,2,0.04,334,91
Sydney,-33.8708674516111,151.224175112097,Entire home/apt,5,2,0.04,0,300
Waverley,-33.8908927446107,151.271815471757,Entire home/apt,2,38,0.75,0,150
Mosman,-33.8165701153179,151.249222349676,Entire home/apt,4,7,0.14,0,341
Warringah,-33.7746362167493,151.286194973779,Entire home/apt,1,5,0.1,265,251
Warringah,-33.7738739035397,151.272847137926,Entire home/apt,2,1,0.03,6,500
Ku-Ring-Gai,-33.7614839198332,151.189972394544,Entire home/apt,7,1,0.03,27,750
North Sydney,-33.8312175729556,151.218946326513,Entire home/apt,4,39,0.77,298,230
Woollahra,-33.8857846211292,151.266341767459,Private room,3,49,1.34,0,71
Sutherland Shire,-34.0183150717651,151.07558343302,Entire home/apt,7,0,,304,450
Randwick,-33.9224397612846,151.257665354165,Entire home/apt,7,3,0.07,0,295
Waverley,-33.8933687687473,151.246928125093,Entire home/apt,10,9,0.19,56,130
Randwick,-33.9086826350366,151.240292785888,Entire home/apt,15,2,0.04,0,150
Manly,-33.7966411585111,151.267081469007,Entire home/apt,7,0,,0,1200
Warringah,-33.7638386139771,151.297098671621,Entire home/apt,10,1,0.04,213,450
Woollahra,-33.8841441064267,151.265715751211,Entire home/apt,2,10,0.27,13,199
Randwick,-33.9256321860204,151.25584380788,Entire home/apt,14,0,,0,150
North Sydney,-33.8444441989275,151.204424592454,Entire home/apt,5,3,0.06,0,264
Marrickville,-33.9105322186455,151.176554579029,Private room,2,185,3.58,327,60
Sydney,-33.8711192855124,151.225841882105,Private room,14,1,0.03,0,84
Warringah,-33.7769989814246,151.28200117375,Entire home/apt,2,5,0.1,40,450
Randwick,-33.9201929187077,151.253988096481,Entire home/apt,1,1,0.03,12,400
Waverley,-33.8916128682039,151.269004850848,Entire home/apt,2,19,0.37,0,190
Pittwater,-33.6504561742702,151.311718337944,Private room,1,77,1.6,348,96
Manly,-33.7850952225023,151.283737097253,Entire home/apt,7,0,,250,186
Randwick,-33.920177700745,151.235664099804,Entire home/apt,5,2,0.04,18,1200
Randwick,-33.9173256938544,151.243242587413,Private room,10,4,0.09,8,65
Hornsby,-33.7389068013009,151.067776188185,Entire home/apt,12,42,0.81,314,89
Waverley,-33.8993703633235,151.265525575233,Private room,3,27,1.02,151,80
Sydney,-33.9047317469492,151.206790416115,Private room,2,71,1.4,70,79
Leichhardt,-33.8710577202613,151.170000299321,Entire home/apt,2,104,2.04,264,130
Waverley,-33.8844437079292,151.28101390291,Entire home/apt,7,0,,0,450
Sydney,-33.8955384829206,151.198166794343,Entire home/apt,20,0,,0,68
Waverley,-33.8939955192637,151.274225067203,Entire home/apt,4,6,0.15,43,199
Waverley,-33.8984479417381,151.25358995512,Private room,3,56,1.06,0,80
Manly,-33.799498180512,151.290634352827,Entire home/apt,5,8,0.17,0,199
Waverley,-33.8890435647432,151.276624223694,Entire home/apt,3,5,0.21,0,220
Sydney,-33.8707854263185,151.224584641122,Entire home/apt,1,0,,0,170
Waverley,-33.9071218929427,151.264184645556,Entire home/apt,1,127,2.46,274,100
Woollahra,-33.8860375413196,151.243923097609,Entire home/apt,5,0,,302,1800
Marrickville,-33.9152174221314,151.158653156049,Entire home/apt,3,14,0.27,0,145
Ryde,-33.7634035587687,151.112139119412,Entire home/apt,5,6,0.14,341,190
Sydney,-33.8966381307436,151.198126904007,Entire home/apt,3,39,1.09,50,75
Waverley,-33.8604934355894,151.280707153511,Entire home/apt,21,5,0.1,0,251
Sydney,-33.8757606995718,151.220945877148,Entire home/apt,2,16,0.34,128,305
Pittwater,-33.6261121711633,151.331492090973,Entire home/apt,3,7,0.3,354,700
Sydney,-33.8689474760986,151.188134676696,Private room,1,2,0.04,12,90
Sydney,-33.8973541531092,151.211634128286,Private room,2,77,1.63,225,90
Sydney,-33.8821203545098,151.214880575069,Private room,4,12,0.23,0,55
North Sydney,-33.8304360444738,151.228462023208,Entire home/apt,7,1,0.02,0,130
Pittwater,-33.6530081657943,151.285178928204,Entire home/apt,2,178,3.36,267,226
Sydney,-33.8774197506286,151.216679495162,Entire home/apt,5,51,1.02,307,170
Leichhardt,-33.8630223801073,151.171651789784,Private room,1,0,,0,90
Holroyd,-33.8319300646264,150.974609380695,Private room,2,55,1.04,49,58
Warringah,-33.781576572485,151.269073202884,Private room,5,10,0.19,309,100
Waverley,-33.8882755426719,151.274268178611,Private room,1,0,,0,50
Waverley,-33.8928939563828,151.26885439139,Entire home/apt,3,0,,0,199
Woollahra,-33.8770049557175,151.236030026591,Entire home/apt,2,3,0.06,0,300
Waverley,-33.9058694614307,151.266941780513,Private room,1,1,0.03,0,120
Randwick,-33.9000770345829,151.241139000059,Entire home/apt,4,6,0.13,20,295
Woollahra,-33.8893796086639,151.24484046151,Private room,14,0,,0,100
Randwick,-33.9108274076606,151.264598811711,Entire home/apt,1,1,0.02,0,500
Waverley,-33.890917642152,151.262358591688,Entire home/apt,2,16,0.34,15,150
Woollahra,-33.8745419153985,151.259163221118,Entire home/apt,7,3,0.06,0,100
Waverley,-33.8900164039706,151.284999008037,Entire home/apt,3,12,0.24,322,251
Marrickville,-33.8954763174816,151.155415316452,Entire home/apt,6,4,0.13,0,130
Marrickville,-33.8917988528445,151.179478484276,Entire home/apt,1,62,1.26,340,155
Manly,-33.8036931210051,151.289851282547,Entire home/apt,5,11,0.22,31,900
Warringah,-33.7838528554148,151.262171366203,Entire home/apt,7,2,0.04,0,425
Waverley,-33.8909276514208,151.266827749868,Entire home/apt,5,1,0.02,0,350
Sydney,-33.8800996039523,151.22045427748,Entire home/apt,3,5,0.1,0,350
Ku-Ring-Gai,-33.712714956746,151.172342380452,Entire home/apt,7,1,0.09,22,500
Leichhardt,-33.8624288528751,151.179345761003,Entire home/apt,3,1,0.02,352,270
Sydney,-33.8886898884591,151.20819991138,Entire home/apt,3,13,0.25,0,220
Waverley,-33.8899031542079,151.271258429957,Entire home/apt,5,8,0.17,296,245
Sydney,-33.9144261041247,151.20167006896,Entire home/apt,2,2,0.04,0,251
Woollahra,-33.8754171528588,151.271888718107,Entire home/apt,7,2,0.05,0,300
Sydney,-33.870624675437,151.22162941957,Private room,1,35,0.69,281,129
Leichhardt,-33.8756773690498,151.170513113123,Entire home/apt,5,5,0.1,31,338
Warringah,-33.7597970547449,151.283635522906,Entire home/apt,5,1,0.05,0,335
Woollahra,-33.8826638176881,151.228415631743,Entire home/apt,1,266,5.26,288,136
Randwick,-33.9107625920508,151.250182974664,Entire home/apt,5,6,0.12,0,96
North Sydney,-33.8389628871413,151.212211785839,Entire home/apt,1,77,1.49,250,125
Pittwater,-33.6359890638543,151.325152149926,Entire home/apt,7,0,,355,999
The Hills Shire,-33.7400154217651,150.992467682077,Entire home/apt,2,100,1.9,348,127
Canada Bay,-33.8264248213042,151.085776545617,Private room,2,87,1.75,0,89
Randwick,-33.9198135567121,151.246872760689,Private room,2,67,1.29,83,75
Willoughby,-33.8212791280741,151.194104190586,Entire home/apt,4,2,0.04,65,500
Manly,-33.7970879858844,151.284770203013,Entire home/apt,2,27,0.65,162,170
Sydney,-33.8730105984464,151.195760520009,Entire home/apt,4,3,0.06,0,599
North Sydney,-33.8207941970083,151.208689712159,Entire home/apt,10,5,0.13,24,114
Waverley,-33.8954182398257,151.244112069418,Entire home/apt,5,0,,365,450
Manly,-33.7959557246738,151.265155669239,Entire home/apt,2,10,0.39,262,239
Marrickville,-33.9077732078412,151.175824075955,Private room,5,47,0.91,322,89
Ku-Ring-Gai,-33.7657737674062,151.184788423703,Private room,1,81,1.55,338,37
Marrickville,-33.9018781376285,151.174921707169,Entire home/apt,4,12,0.24,7,150
Waverley,-33.8868691279376,151.270389871115,Entire home/apt,5,15,0.29,0,349
Randwick,-33.9208783699204,151.251772530711,Entire home/apt,3,3,0.06,143,230
Marrickville,-33.9130867540531,151.157650252986,Entire home/apt,2,1,0.06,0,120
The Hills Shire,-33.7410348543701,151.025813547284,Private room,2,25,1.07,60,48
Manly,-33.7865642595768,151.288598430311,Entire home/apt,7,1,0.02,351,450
Hornsby,-33.7359541818253,151.046478842342,Private room,1,39,0.74,328,50
The Hills Shire,-33.5277704070237,150.91551450591,Private room,1,5,0.1,91,150
Sydney,-33.8709496056079,151.221741688473,Entire home/apt,5,77,1.59,29,161
Sydney,-33.88051354413,151.22118901944,Entire home/apt,5,11,0.24,30,187
Manly,-33.803541107034,151.257636777236,Entire home/apt,12,0,,0,599
Pittwater,-33.6659838586341,151.318630181082,Entire home/apt,7,2,0.08,296,1849
Waverley,-33.9057575542416,151.262934408414,Entire home/apt,1,1,0.03,0,162
Manly,-33.8041961147403,151.286366106792,Private room,2,14,0.28,312,100
Marrickville,-33.8989827735467,151.146246611026,Entire home/apt,7,33,0.65,347,195
Randwick,-33.9802093249821,151.235099236717,Entire home/apt,7,2,0.04,0,114
Waverley,-33.8918826287154,151.262137192013,Private room,3,1,0.02,0,90
Marrickville,-33.8990989476267,151.148356329374,Entire home/apt,7,24,0.48,358,174
Marrickville,-33.8975168916839,151.148287290451,Entire home/apt,7,10,0.2,350,150
Warringah,-33.776265998685,151.282361268224,Entire home/apt,10,0,,10,630
